art
Parlando (Sprachwissenschaft)
poems of Robert Burns
Bal kavita
Old English poetry
Beat poetry
Eṭṭuthokai
Angel Island poetry
prose
vida
Xiaopin
poetic prose
Q55738783
short story
pripovijetka
verse
free verse
hexasyllable
octosyllable
Brihatí
hendecasyllable
dodecasyllable
alliterative verse
enneasyllabic verse
Galliambic
heptasyllabic verse
monosyllabic verse
bisyllabic verse
tetrasyllabic verse
trisyllabic verse
септет
pentasyllabic verse
tristich
секстет
Q13134959
Q13136081
decasyllable
couplet
Q25616496
drama
Webisode
play
comedy
tragedy
Non-Aristotelian drama
Stationendrama
romantic drama
Sanskrit drama
Christian drama
Q23891671
biography
autobiography
hagiography
Benji
Liezhuan
Diariusz
Q12404438
legal biography
biographical article
certain aspects of a person's life
cheena harayeko manchhe
parable of Jesus
mémoire
Epitome
religious text
Job
gospel
biblical canon
Biblical apocrypha
2 Samuel
encyclical
lection
Buddhist texts
Hindu scripture
Volume of Sacred Law
1 Samuel
Meqabyan
Funerary text
tractate
Commonitory
sacred text of Manichaeism
erotica
erotic film
erotic literature
erotic art
upskirt
erotic thriller
nude calendar
women's erotica
sadism and masochism in fiction
ballad
Kvæði
folk ballad
Volksballade
Murder ballad
bush ballad
literary ballad
Q12404591
papal bull
Zirkumskriptionsbulle
apostolic constitution
Bulls of Donation
Indication bull
feuilleton
fiction
novelette
periplus
Five Megillot
literary cycle
Short story cycle
novella collection
prologue
preface
foreword
epic literature
Erzählung
gloss
thesis
doctoral thesis
bachelor thesis
habilitation thesis
master's thesis
diploma thesis
Archivist palaeographer thesis
prize essay
Q52823264
Vita
jeremiad
New Weird
Fu
Holocaust literature
historical work
lost literary work
Letrilla
epilogue
correspondence
pitch
Airport novel
cursiefje
manuscript
typescript
chronicle (slavic)
dialogue
Platonic dialogue
Socratic dialogue
Esticomitia
tract
writings of Marcus Tullius Cicero
Discovered text
Kindle single
postface
Punk literature
literary forgery
fake memoirs
Surah of Wilaya and Nurayn
San fen
памятники старославянской письменности
powest
Sefer
pamphlet
Xu
oraison funèbre
Anime and Manga
yaoi
Yuri
Anime and manga fandom
slice of life anime and manga
romantic comedy anime and manga
performance work
choreography
choreography
Fotoserie
lost work
commentary
superwork
written or drawn work
